nb_cycle_retour,moy_cycle_retour,d_eau,propor_utilisa_retour
54,21,20.0,44.37134502923977
67,23,20.0,55.11695906432749
54,21,20.0,44.37134502923977
54,21,20.0,44.37134502923977
67,23,20.0,55.11695906432749
57,22,20.0,41.95906432748538
54,21,20.0,44.44444444444444
67,23,20.0,55.11695906432749
58,22,20.0,41.95906432748538
55,21,20.0,44.51754385964912
68,23,20.0,55.11695906432749
55,21,20.0,44.51754385964912
58,22,20.0,41.95906432748538
68,23,20.0,55.11695906432749
58,22,20.0,41.95906432748538
68,23,20.0,55.11695906432749
55,21,20.0,44.590643274853804
68,23,20.0,55.11695906432749
55,21,20.0,44.66374269005848
58,22,20.0,41.95906432748538
56,21,20.0,44.66374269005848
69,23,20.0,55.11695906432749
59,22,20.0,41.95906432748538
56,21,20.0,44.73684210526316
69,23,20.0,55.11695906432749
59,22,20.0,41.95906432748538
59,22,20.0,41.95906432748538
56,21,20.0,44.73684210526316
69,23,20.0,55.11695906432749
53,22,20.0,42.03216374269006
56,21,20.0,44.73684210526316
69,23,20.0,55.11695906432749
59,22,20.0,41.95906432748538
54,22,20.0,42.03216374269006
60,22,20.0,41.95906432748538
70,23,20.0,55.11695906432749
54,22,20.0,42.03216374269006
60,22,20.0,41.95906432748538
70,23,20.0,55.11695906432749
60,22,20.0,41.95906432748538
54,22,20.0,42.03216374269006
70,23,20.0,55.11695906432749
54,22,20.0,42.03216374269006
60,22,20.0,41.95906432748538
70,23,20.0,55.11695906432749
61,22,20.0,41.95906432748538
55,22,20.0,42.03216374269006
71,23,20.0,55.11695906432749
61,22,20.0,41.95906432748538
71,23,20.0,55.11695906432749
55,22,20.0,42.03216374269006
61,22,20.0,41.95906432748538
71,23,20.0,55.11695906432749
55,22,20.0,42.03216374269006
71,23,20.0,55.11695906432749
55,22,20.0,42.03216374269006
61,22,20.0,41.95906432748538
62,22,20.0,41.95906432748538
72,23,20.0,55.11695906432749
62,22,20.0,41.95906432748538
72,23,20.0,55.11695906432749
62,22,20.0,41.95906432748538
72,23,20.0,55.11695906432749
62,22,20.0,41.95906432748538
72,23,20.0,55.11695906432749
63,22,20.0,41.95906432748538
73,23,20.0,55.11695906432749
73,23,20.0,55.11695906432749
63,22,20.0,41.95906432748538
63,22,20.0,41.95906432748538
73,23,20.0,55.11695906432749
63,22,20.0,41.95906432748538
73,23,20.0,55.11695906432749
74,23,20.0,55.11695906432749
64,22,20.0,41.95906432748538
74,23,20.0,55.11695906432749
64,22,20.0,41.95906432748538
74,23,20.0,55.11695906432749
64,22,20.0,41.95906432748538
74,23,20.0,55.11695906432749
64,22,20.0,41.95906432748538
65,22,20.0,41.95906432748538
75,23,20.0,55.11695906432749
65,22,20.0,41.95906432748538
75,23,20.0,55.11695906432749
65,22,20.0,41.95906432748538
75,23,20.0,55.11695906432749
75,23,20.0,55.11695906432749
65,22,20.0,41.95906432748538
76,23,20.0,55.11695906432749
76,23,20.0,55.11695906432749
76,23,20.0,55.11695906432749
76,23,20.0,55.11695906432749
77,23,20.0,55.11695906432749
77,23,20.0,55.11695906432749
55,23,20.0,42.39766081871345
56,23,20.0,42.39766081871345
56,23,20.0,42.39766081871345
56,23,20.0,42.39766081871345
56,23,20.0,42.39766081871345
57,23,20.0,42.39766081871345
46,21,20.0,42.83625730994152
46,21,20.0,42.83625730994152
44,21,20.0,43.34795321637427
45,21,20.0,43.34795321637427
45,21,20.0,43.34795321637427
45,21,20.0,43.34795321637427
45,21,20.0,43.34795321637427
46,21,20.0,43.34795321637427
46,21,20.0,43.34795321637427
46,21,20.0,43.34795321637427
46,21,20.0,43.34795321637427
47,21,20.0,43.34795321637427
47,21,20.0,43.34795321637427
47,21,20.0,43.34795321637427
47,21,20.0,45.32163742690059
47,21,20.0,43.34795321637427
48,21,20.0,43.34795321637427
48,21,20.0,45.32163742690059
48,21,20.0,45.32163742690059
48,21,20.0,43.34795321637427
48,21,20.0,43.34795321637427
48,21,20.0,45.32163742690059
48,21,20.0,45.32163742690059
48,21,20.0,43.34795321637427
49,21,20.0,45.32163742690059
64,21,20.0,42.17836257309941
49,21,20.0,45.32163742690059
49,21,20.0,45.32163742690059
64,21,20.0,42.17836257309941
64,21,20.0,42.17836257309941
49,21,20.0,45.32163742690059
50,21,20.0,45.32163742690059
65,21,20.0,42.17836257309941
50,21,20.0,45.32163742690059
65,21,20.0,42.17836257309941
50,21,20.0,45.32163742690059
65,21,20.0,42.17836257309941
44,21,20.0,42.47076023391813
45,21,20.0,42.47076023391813
56,23,20.0,42.76315789473684
56,23,20.0,42.76315789473684
57,23,20.0,42.76315789473684
57,23,20.0,42.76315789473684
57,23,20.0,42.76315789473684
57,23,20.0,42.76315789473684
58,23,20.0,42.76315789473684
58,23,20.0,42.76315789473684
58,23,20.0,42.76315789473684
58,23,20.0,42.76315789473684
59,23,20.0,42.76315789473684
59,23,20.0,42.76315789473684
59,23,20.0,42.76315789473684
59,23,20.0,42.76315789473684
57,23,20.0,45.02923976608187
60,23,20.0,42.76315789473684
60,23,20.0,42.76315789473684
64,23,20.0,42.69005847953216
57,23,20.0,45.02923976608187
60,23,20.0,42.76315789473684
64,23,20.0,42.69005847953216
57,23,20.0,45.02923976608187
60,23,20.0,42.76315789473684
57,23,20.0,45.02923976608187
61,23,20.0,42.76315789473684
58,23,20.0,45.02923976608187
58,23,20.0,45.02923976608187
61,23,20.0,42.76315789473684
61,23,20.0,42.76315789473684
58,23,20.0,45.02923976608187
61,23,20.0,42.76315789473684
62,23,20.0,42.76315789473684
62,23,20.0,42.76315789473684
62,23,20.0,42.76315789473684
62,23,20.0,42.76315789473684
51,22,20.0,42.69005847953216
51,22,20.0,42.69005847953216
51,22,20.0,42.69005847953216
52,22,20.0,42.69005847953216
52,22,20.0,42.69005847953216
52,22,20.0,42.69005847953216
48,21,20.0,58.260233918128655
48,21,20.0,58.260233918128655
48,21,20.0,58.260233918128655
49,21,20.0,58.260233918128655
49,21,20.0,58.260233918128655
49,21,20.0,58.260233918128655
49,21,20.0,58.260233918128655
50,21,20.0,58.260233918128655
50,21,20.0,58.260233918128655
50,21,20.0,58.260233918128655
50,21,20.0,58.260233918128655
51,21,20.0,58.260233918128655
51,21,20.0,58.260233918128655
51,21,20.0,58.260233918128655
51,21,20.0,58.260233918128655
51,22,20.0,41.52046783625731
51,22,20.0,41.52046783625731
51,22,20.0,41.52046783625731
52,22,20.0,41.52046783625731
52,22,20.0,41.52046783625731
52,22,20.0,41.52046783625731
52,22,20.0,41.52046783625731
53,22,20.0,41.52046783625731
53,22,20.0,41.52046783625731
53,22,20.0,41.52046783625731
53,22,20.0,41.52046783625731
54,22,20.0,41.52046783625731
54,22,20.0,41.52046783625731
54,22,20.0,41.52046783625731
54,22,20.0,41.52046783625731
55,22,20.0,41.52046783625731
55,22,20.0,41.52046783625731
55,22,20.0,41.52046783625731
55,22,20.0,41.52046783625731
56,22,20.0,41.52046783625731
56,22,20.0,41.52046783625731
56,22,20.0,41.52046783625731
56,22,20.0,41.52046783625731
57,22,20.0,41.52046783625731
57,22,20.0,41.52046783625731
57,22,20.0,41.52046783625731
57,22,20.0,41.52046783625731
58,22,20.0,41.52046783625731
58,22,20.0,41.52046783625731
58,22,20.0,41.52046783625731
58,22,20.0,41.52046783625731
59,22,20.0,41.52046783625731
54,21,20.0,43.20175438596491
59,22,20.0,41.52046783625731
54,21,20.0,43.20175438596491
54,21,20.0,43.20175438596491
55,21,20.0,43.20175438596491
55,21,20.0,43.20175438596491
55,21,20.0,43.20175438596491
49,23,20.0,42.76315789473684
55,21,20.0,43.20175438596491
49,23,20.0,42.76315789473684
50,23,20.0,42.76315789473684
56,21,20.0,43.20175438596491
56,21,20.0,43.20175438596491
50,23,20.0,42.76315789473684
50,23,20.0,42.76315789473684
56,21,20.0,43.20175438596491
56,21,20.0,43.20175438596491
50,23,20.0,42.76315789473684
57,21,20.0,43.20175438596491
51,23,20.0,42.76315789473684
57,21,20.0,43.20175438596491
51,23,20.0,42.76315789473684
57,21,20.0,43.20175438596491
51,23,20.0,42.76315789473684
51,23,20.0,42.76315789473684
57,21,20.0,43.20175438596491
52,23,20.0,42.76315789473684
58,21,20.0,43.20175438596491
58,21,20.0,43.20175438596491
52,23,20.0,42.76315789473684
60,22,20.0,43.42105263157895
60,22,20.0,43.42105263157895
52,23,20.0,42.76315789473684
58,21,20.0,43.20175438596491
60,22,20.0,43.42105263157895
52,23,20.0,42.76315789473684
58,21,20.0,43.20175438596491
53,23,20.0,42.76315789473684
61,22,20.0,43.42105263157895
59,21,20.0,43.20175438596491
61,22,20.0,43.42105263157895
53,23,20.0,42.76315789473684
59,21,20.0,43.20175438596491
53,23,20.0,42.76315789473684
61,22,20.0,43.42105263157895
59,21,20.0,43.20175438596491
53,22,20.0,44.22514619883041
53,22,20.0,42.54385964912281
53,23,20.0,42.76315789473684
53,22,20.0,44.22514619883041
59,21,20.0,43.20175438596491
54,22,20.0,42.54385964912281
54,22,20.0,44.22514619883041
60,21,20.0,43.20175438596491
54,23,20.0,42.76315789473684
54,22,20.0,42.54385964912281
54,23,20.0,42.76315789473684
54,22,20.0,44.22514619883041
60,21,20.0,43.20175438596491
54,22,20.0,42.54385964912281
54,23,20.0,42.76315789473684
54,22,20.0,44.22514619883041
60,21,20.0,43.20175438596491
54,22,20.0,42.54385964912281
60,21,20.0,43.20175438596491
54,22,20.0,44.22514619883041
54,23,20.0,42.76315789473684
55,22,20.0,42.54385964912281
55,22,20.0,44.22514619883041
61,21,20.0,43.20175438596491
61,21,20.0,43.20175438596491
55,22,20.0,44.22514619883041
55,22,20.0,42.54385964912281
55,22,20.0,42.54385964912281
55,22,20.0,44.22514619883041
61,21,20.0,43.20175438596491
53,22,20.0,43.34795321637427
61,21,20.0,43.20175438596491
55,22,20.0,42.54385964912281
56,22,20.0,42.54385964912281
54,22,20.0,43.34795321637427
62,21,20.0,43.20175438596491
62,21,20.0,43.20175438596491
56,22,20.0,42.54385964912281
54,22,20.0,43.34795321637427
54,22,20.0,43.34795321637427
56,22,20.0,42.54385964912281
62,21,20.0,43.20175438596491
54,22,20.0,43.34795321637427
62,21,20.0,43.20175438596491
56,22,20.0,42.54385964912281
55,22,20.0,43.34795321637427
57,22,20.0,42.54385964912281
55,22,20.0,43.78654970760234
57,22,20.0,42.54385964912281
55,22,20.0,43.34795321637427
55,22,20.0,43.78654970760234
55,22,20.0,43.34795321637427
57,22,20.0,42.54385964912281
57,22,20.0,42.54385964912281
55,22,20.0,43.78654970760234
