nb_cycle_retour,moy_cycle_retour,d_eau,propor_utilisa_retour
43,24,15.0,59.86842105263158
43,24,15.0,59.86842105263158
43,24,15.0,59.86842105263158
42,24,15.0,59.64912280701754
43,24,15.0,59.64912280701754
43,24,15.0,59.64912280701754
43,24,15.0,59.64912280701754
41,24,15.0,59.356725146198826
42,24,15.0,59.356725146198826
42,24,15.0,59.50292397660819
42,24,15.0,59.7953216374269
42,24,15.0,59.50292397660819
43,24,15.0,59.7953216374269
42,24,15.0,59.50292397660819
43,24,15.0,59.50292397660819
42,24,15.0,59.356725146198826
43,24,15.0,59.7953216374269
43,24,15.0,59.50292397660819
42,24,15.0,59.356725146198826
43,24,15.0,59.7953216374269
43,24,15.0,59.50292397660819
42,24,15.0,59.356725146198826
43,24,15.0,59.50292397660819
44,24,15.0,59.50292397660819
42,24,15.0,59.72222222222222
44,24,15.0,59.50292397660819
42,24,15.0,59.72222222222222
42,24,15.0,59.72222222222222
40,24,15.0,59.64912280701754
42,24,15.0,59.50292397660819
42,24,15.0,59.50292397660819
43,24,15.0,59.50292397660819
43,24,15.0,59.50292397660819
0,0,15.0,0.0
43,24,15.0,59.283625730994146
44,24,15.0,59.283625730994146
44,24,15.0,59.283625730994146
0,0,15.0,0.0
43,24,15.0,59.283625730994146
43,24,15.0,59.283625730994146
43,24,15.0,59.283625730994146
43,24,15.0,59.283625730994146
44,24,15.0,59.283625730994146
44,24,15.0,59.283625730994146
41,25,20.0,56.94444444444444
41,25,20.0,56.94444444444444
40,25,20.0,57.23684210526315
40,25,20.0,57.23684210526315
41,25,20.0,57.23684210526315
0,0,20.0,0.0
42,25,20.0,58.114035087719294
41,25,20.0,57.23684210526315
41,25,20.0,57.23684210526315
41,25,20.0,57.23684210526315
42,25,20.0,57.23684210526315
42,25,20.0,57.23684210526315
42,25,20.0,57.23684210526315
42,25,20.0,57.01754385964912
42,25,20.0,57.30994152046783
42,25,20.0,57.23684210526315
41,25,20.0,56.87134502923976
43,25,20.0,57.23684210526315
42,25,20.0,57.30994152046783
42,25,20.0,57.30994152046783
43,25,20.0,57.23684210526315
43,25,20.0,57.23684210526315
39,25,20.0,57.38304093567251
0,0,20.0,0.0
43,25,20.0,57.30994152046783
43,25,20.0,57.30994152046783
41,25,20.0,56.72514619883041
39,25,20.0,57.38304093567251
42,25,20.0,56.72514619883041
42,25,20.0,56.72514619883041
42,25,20.0,56.72514619883041
40,25,20.0,56.87134502923976
0,0,20.0,0.0
39,25,20.0,56.57894736842105
39,25,20.0,56.57894736842105
40,25,20.0,56.57894736842105
40,25,20.0,56.57894736842105
39,25,20.0,57.01754385964912
40,25,20.0,57.23684210526315
39,25,20.0,57.01754385964912
40,25,20.0,57.01754385964912
40,25,20.0,57.23684210526315
41,25,20.0,57.23684210526315
40,25,20.0,57.01754385964912
40,25,20.0,57.01754385964912
41,25,20.0,57.23684210526315
41,25,20.0,56.4327485380117
40,25,20.0,57.01754385964912
41,25,20.0,57.01754385964912
41,25,20.0,57.01754385964912
41,25,20.0,57.30994152046783
41,25,20.0,57.30994152046783
41,25,20.0,57.01754385964912
41,25,20.0,57.090643274853804
41,25,20.0,57.090643274853804
42,25,20.0,57.090643274853804
42,25,20.0,57.090643274853804
42,25,20.0,57.090643274853804
41,25,20.0,57.23684210526315
41,25,20.0,57.23684210526315
41,25,20.0,57.23684210526315
42,25,20.0,57.23684210526315
39,25,25.0,61.40350877192983
39,25,25.0,61.40350877192983
39,25,25.0,61.40350877192983
39,25,25.0,61.40350877192983
40,26,25.0,61.76900584795322
40,26,25.0,61.76900584795322
40,26,25.0,61.76900584795322
41,26,25.0,61.76900584795322
41,26,25.0,61.76900584795322
41,26,25.0,61.76900584795322
39,25,25.0,61.111111111111114
40,25,25.0,61.111111111111114
40,25,25.0,61.111111111111114
40,25,25.0,61.111111111111114
40,25,25.0,61.111111111111114
39,26,25.0,61.622807017543856
41,25,25.0,61.111111111111114
41,25,25.0,61.111111111111114
39,26,25.0,61.622807017543856
41,25,25.0,61.33040935672515
41,25,25.0,61.111111111111114
40,26,25.0,61.622807017543856
40,26,25.0,61.622807017543856
41,25,25.0,61.111111111111114
41,25,25.0,61.33040935672515
40,26,25.0,61.622807017543856
42,25,25.0,61.111111111111114
41,25,25.0,61.33040935672515
42,25,25.0,61.33040935672515
40,26,25.0,61.622807017543856
42,25,25.0,61.33040935672515
41,26,25.0,61.622807017543856
41,26,25.0,61.622807017543856
41,25,25.0,62.28070175438597
41,26,25.0,61.622807017543856
41,25,25.0,62.28070175438597
41,26,25.0,61.622807017543856
42,26,25.0,61.622807017543856
41,25,25.0,62.28070175438597
42,26,25.0,61.622807017543856
42,25,25.0,62.28070175438597
41,26,25.0,61.69590643274854
41,26,25.0,61.69590643274854
42,26,25.0,61.622807017543856
42,25,25.0,62.28070175438597
41,26,25.0,61.69590643274854
42,25,25.0,62.28070175438597
42,26,25.0,61.622807017543856
40,25,25.0,61.40350877192983
42,26,25.0,61.69590643274854
43,26,25.0,61.622807017543856
42,26,25.0,61.91520467836257
40,25,25.0,61.40350877192983
42,26,25.0,61.69590643274854
40,25,25.0,61.40350877192983
41,25,25.0,61.40350877192983
41,25,25.0,61.40350877192983
41,25,25.0,61.40350877192983
41,25,25.0,61.40350877192983
42,25,25.0,61.40350877192983
42,25,25.0,61.40350877192983
40,26,25.0,61.40350877192983
42,25,25.0,61.40350877192983
41,26,25.0,61.40350877192983
42,25,25.0,61.40350877192983
41,26,25.0,61.40350877192983
41,26,25.0,61.40350877192983
43,25,25.0,61.40350877192983
41,26,25.0,61.40350877192983
42,26,25.0,61.40350877192983
42,26,25.0,61.40350877192983
39,25,25.0,61.549707602339176
39,25,25.0,61.549707602339176
39,25,25.0,61.549707602339176
39,25,25.0,61.549707602339176
40,25,25.0,61.549707602339176
40,25,25.0,61.549707602339176
40,25,25.0,61.549707602339176
40,25,25.0,61.549707602339176
41,25,25.0,61.549707602339176
41,25,25.0,61.549707602339176
41,25,25.0,61.549707602339176
41,25,25.0,61.549707602339176
42,25,25.0,61.549707602339176
42,25,25.0,61.549707602339176
40,25,25.0,61.549707602339176
40,25,25.0,61.549707602339176
40,25,25.0,61.549707602339176
40,25,25.0,61.549707602339176
41,25,25.0,61.549707602339176
40,25,25.0,61.549707602339176
40,25,25.0,62.42690058479532
0,0,25.0,0.0
41,25,25.0,62.42690058479532
39,25,25.0,61.69590643274854
39,25,25.0,61.69590643274854
39,25,25.0,61.69590643274854
39,25,25.0,61.69590643274854
40,25,25.0,61.69590643274854
40,25,25.0,61.69590643274854
40,25,25.0,61.69590643274854
40,25,25.0,61.69590643274854
40,25,25.0,61.69590643274854
40,25,25.0,61.69590643274854
40,25,25.0,61.69590643274854
41,25,25.0,61.47660818713451
40,25,25.0,61.69590643274854
41,25,25.0,61.47660818713451
41,25,25.0,61.69590643274854
41,25,25.0,61.69590643274854
41,25,25.0,61.47660818713451
41,25,25.0,61.69590643274854
41,25,25.0,61.69590643274854
42,25,25.0,61.47660818713451
41,25,25.0,61.69590643274854
41,25,25.0,61.69590643274854
42,25,25.0,61.47660818713451
42,25,25.0,61.69590643274854
42,25,25.0,61.47660818713451
42,25,25.0,61.47660818713451
42,25,25.0,61.69590643274854
42,25,25.0,62.06140350877193
43,25,25.0,61.47660818713451
43,25,25.0,62.06140350877193
40,25,25.0,61.25730994152047
40,26,25.0,61.47660818713451
40,26,25.0,61.47660818713451
41,26,25.0,61.47660818713451
41,26,25.0,61.47660818713451
41,26,25.0,61.47660818713451
41,26,25.0,61.47660818713451
42,26,25.0,61.47660818713451
42,26,25.0,61.47660818713451
42,26,25.0,61.47660818713451
